Label,EMPLOYMENT STATUS_Population 16 years and over,EMPLOYMENT STATUS_In labor force,EMPLOYMENT STATUS_Civilian labor force,EMPLOYMENT STATUS_Employed,EMPLOYMENT STATUS_Unemployed,EMPLOYMENT STATUS_Armed Forces,EMPLOYMENT STATUS_Not in labor force,EMPLOYMENT STATUS_Civilian labor force,EMPLOYMENT STATUS_Unemployment Rate,EMPLOYMENT STATUS_Females 16 years and over,EMPLOYMENT STATUS_In labor force,EMPLOYMENT STATUS_Civilian labor force,EMPLOYMENT STATUS_Employed,EMPLOYMENT STATUS_Own children of the householder under 6 years,EMPLOYMENT STATUS_All parents in family in labor force,EMPLOYMENT STATUS_Own children of the householder 6 to 17 years,EMPLOYMENT STATUS_All parents in family in labor force,COMMUTING TO WORK_Workers 16 years and over,"COMMUTING TO WORK_Car, truck, or van -- drove alone","COMMUTING TO WORK_Car, truck, or van -- carpooled",COMMUTING TO WORK_Public transportation (excluding taxicab),COMMUTING TO WORK_Walked,COMMUTING TO WORK_Other means,COMMUTING TO WORK_Worked from home,COMMUTING TO WORK_Mean travel time to work (minutes),OCCUPATION_Civilian employed population 16 years and over,"OCCUPATION_Management, business, science, and arts occupations",OCCUPATION_Service occupations,OCCUPATION_Sales and office occupations,"OCCUPATION_Natural resources, construction, and maintenance occupations","OCCUPATION_Production, transportation, and material moving occupations",INDUSTRY_Civilian employed population 16 years and over,"INDUSTRY_Agriculture, forestry, fishing and hunting, and mining",INDUSTRY_Construction,INDUSTRY_Manufacturing,INDUSTRY_Wholesale trade,INDUSTRY_Retail trade,"INDUSTRY_Transportation and warehousing, and utilities",INDUSTRY_Information,"INDUSTRY_Finance and insurance, and real estate and rental and leasing","INDUSTRY_Professional, scientific, and management, and administrative and waste management services","INDUSTRY_Educational services, and health care and social assistance","INDUSTRY_Arts, entertainment, and recreation, and accommodation and food services","INDUSTRY_Other services, except public administration",INDUSTRY_Public administration,CLASS OF WORKER_Civilian employed population 16 years and over,CLASS OF WORKER_Private wage and salary workers,CLASS OF WORKER_Government workers,CLASS OF WORKER_Self-employed in own not incorporated business workers,CLASS OF WORKER_Unpaid family workers,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Total households,"INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Less than $10,000","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$10,000 to $14,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$15,000 to $24,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$25,000 to $34,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$35,000 to $49,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$50,000 to $74,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$75,000 to $99,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$100,000 to $149,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$150,000 to $199,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$200,000 or more",INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Median household income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean household income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_With earnings,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean earnings (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_With Social Security,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean Social Security income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_With retirement income,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean retirement income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_With Supplemental Security Income,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean Supplemental Security Income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_With cash public assistance income,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean cash public assistance income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_With Food Stamp/SNAP benefits in the past 12 months,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Families,"INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Less than $10,000","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$10,000 to $14,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$15,000 to $24,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$25,000 to $34,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$35,000 to $49,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$50,000 to $74,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$75,000 to $99,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$100,000 to $149,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$150,000 to $199,999","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_$200,000 or more",INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Median family income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean family income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Per capita income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Nonfamily households,INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Median nonfamily income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Mean nonfamily income (dollars),INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Median earnings for workers (dollars),"INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Median earnings for male full-time, year-round workers (dollars)","INCOME AND BENEFITS (IN 2021 INFLATION-ADJUSTED DOLLARS)_Median earnings for female full-time, year-round workers (dollars)",HEALTH INSURANCE COVERAGE_Civilian noninstitutionalized population,HEALTH INSURANCE COVERAGE_With health insurance coverage,HEALTH INSURANCE COVERAGE_With private health insurance,HEALTH INSURANCE COVERAGE_With public coverage,HEALTH INSURANCE COVERAGE_No health insurance coverage,HEALTH INSURANCE COVERAGE_Civilian noninstitutionalized population under 19 years,HEALTH INSURANCE COVERAGE_No health insurance coverage,HEALTH INSURANCE COVERAGE_Civilian noninstitutionalized population 19 to 64 years,HEALTH INSURANCE COVERAGE_In labor force:,HEALTH INSURANCE COVERAGE_Employed:,HEALTH INSURANCE COVERAGE_With health insurance coverage,HEALTH INSURANCE COVERAGE_,HEALTH INSURANCE COVERAGE_,HEALTH INSURANCE COVERAGE_No health insurance coverage,HEALTH INSURANCE COVERAGE_Unemployed:,HEALTH INSURANCE COVERAGE_With health insurance coverage,HEALTH INSURANCE COVERAGE_,HEALTH INSURANCE COVERAGE_,HEALTH INSURANCE COVERAGE_No health insurance coverage,HEALTH INSURANCE COVERAGE_Not in labor force:,HEALTH INSURANCE COVERAGE_With health insurance coverage,HEALTH INSURANCE COVERAGE_With private health insurance,HEALTH INSURANCE COVERAGE_With public coverage,HEALTH INSURANCE COVERAGE_No health insurance coverage,BELOW POVERTY LEVEL_All families,BELOW POVERTY LEVEL_With related children of the householder under 18 years,BELOW POVERTY LEVEL_With related children of the householder under 5 years only,BELOW POVERTY LEVEL_Married couple families,BELOW POVERTY LEVEL_With related children of the householder under 18 years,BELOW POVERTY LEVEL_With related children of the householder under 5 years only,"BELOW POVERTY LEVEL_Families with female householder, no spouse present",BELOW POVERTY LEVEL_With related children of the householder under 18 years,BELOW POVERTY LEVEL_With related children of the householder under 5 years only,BELOW POVERTY LEVEL_All people,BELOW POVERTY LEVEL_Under 18 years,BELOW POVERTY LEVEL_Related children of the householder under 18 years,BELOW POVERTY LEVEL_Related children of the householder under 5 years,BELOW POVERTY LEVEL_Related children of the householder 5 to 17 years,BELOW POVERTY LEVEL_18 years and over,BELOW POVERTY LEVEL_18 to 64 years,BELOW POVERTY LEVEL_65 years and over,BELOW POVERTY LEVEL_People in families,BELOW POVERTY LEVEL_Unrelated individuals 15 years and over
"Tolland County, Connecticut",129671,0.631,0.63,0.594,0.036,0.001,0.369,81734,0.057,65561,0.616,0.616,0.582,6243,0.765,15941,0.736,75978,0.661,0.065,0.02,0.035,0.011,0.208,(X),77057,0.446,0.139,0.208,0.08,0.126,77057,0.005,0.065,0.106,0.014,0.126,0.064,0.011,0.099,0.089,0.304,0.064,0.027,0.026,77057,0.739,0.194,0.067,0,58244,0.065,0.032,0.082,0.059,0.118,0.119,0.11,0.176,0.111,0.128,(X),(X),0.776,(X),0.318,(X),0.249,(X),0.034,(X),0.025,(X),0.074,36240,0.046,0.007,0.03,0.025,0.085,0.13,0.121,0.245,0.142,0.168,(X),(X),(X),22004,(X),(X),(X),(X),(X),148094,0.952,0.751,0.321,0.048,29874,0.05,93197,71358,68014,0.94,0.856,0.118,0.06,3344,0.932,0.74,0.193,0.068,21839,0.938,0.735,0.244,0.062,0.079,0.111,0.044,0.03,0.042,0.028,0.307,0.313,0.286,0.142,0.144,0.128,0.157,0.12,0.142,0.152,0.109,0.078,0.335
"Windham County, Connecticut",96739,0.648,0.647,0.598,0.049,0.001,0.352,62550,0.075,49457,0.598,0.598,0.555,6666,0.668,14045,0.807,56561,0.772,0.072,0.004,0.01,0.011,0.13,(X),57849,0.366,0.175,0.206,0.104,0.149,57849,0.022,0.056,0.123,0.028,0.154,0.064,0.002,0.035,0.088,0.257,0.071,0.046,0.054,57849,0.765,0.172,0.063,0,45724,0.052,0.037,0.081,0.076,0.072,0.198,0.157,0.179,0.083,0.063,(X),(X),0.744,(X),0.362,(X),0.249,(X),0.047,(X),0.028,(X),0.166,29938,0.036,0.032,0.048,0.054,0.065,0.16,0.194,0.22,0.118,0.073,(X),(X),(X),15786,(X),(X),(X),(X),(X),114897,0.948,0.664,0.448,0.052,23991,0.012,71171,57064,52940,0.926,0.783,0.192,0.074,4124,0.731,0.371,0.359,0.269,14107,0.956,0.472,0.588,0.044,0.094,0.181,0.084,0.011,0,0,0.345,0.422,0.29,0.123,0.203,0.195,0.11,0.22,0.103,0.117,0.054,0.092,0.235
"Kent County, Delaware",146872,0.581,0.562,0.533,0.029,0.019,0.419,82550,0.052,77544,0.542,0.537,0.519,11965,0.537,27795,0.747,79859,0.822,0.068,0.01,0.01,0.007,0.083,(X),78256,0.357,0.183,0.241,0.085,0.134,78256,0.006,0.081,0.079,0.008,0.147,0.051,0.01,0.052,0.09,0.262,0.085,0.025,0.106,78256,0.752,0.215,0.031,0.003,70167,0.039,0.04,0.089,0.07,0.135,0.189,0.168,0.167,0.066,0.036,(X),(X),0.732,(X),0.364,(X),0.349,(X),0.046,(X),0.032,(X),0.129,47204,0.026,0.024,0.068,0.059,0.133,0.173,0.178,0.205,0.089,0.044,(X),(X),(X),22963,(X),(X),(X),(X),(X),180572,0.932,0.716,0.394,0.068,45743,0.064,102741,74730,71149,0.914,0.815,0.144,0.086,3581,0.94,0.733,0.207,0.06,28011,0.911,0.558,0.502,0.089,0.103,0.195,0.403,0.05,0.092,0.104,0.308,0.481,0.891,0.123,0.182,0.182,0.31,0.139,0.106,0.12,0.058,0.105,0.212
"New Castle County, Delaware",464161,0.644,0.642,0.605,0.037,0.002,0.356,298085,0.058,240020,0.62,0.619,0.585,36867,0.722,78432,0.76,275885,0.656,0.053,0.022,0.013,0.019,0.236,(X),280684,0.459,0.164,0.192,0.079,0.105,280684,0.007,0.057,0.059,0.013,0.121,0.061,0.013,0.122,0.129,0.251,0.073,0.038,0.054,280684,0.807,0.153,0.037,0.003,220758,0.058,0.025,0.069,0.07,0.105,0.179,0.122,0.166,0.111,0.095,(X),(X),0.774,(X),0.306,(X),0.276,(X),0.051,(X),0.023,(X),0.095,136657,0.031,0.015,0.043,0.048,0.077,0.163,0.139,0.199,0.157,0.128,(X),(X),(X),84101,(X),(X),(X),(X),(X),562859,0.95,0.734,0.355,0.05,130093,0.029,339838,272552,256623,0.933,0.855,0.106,0.067,15929,0.871,0.459,0.477,0.129,67286,0.928,0.564,0.441,0.072,0.077,0.116,0.092,0.037,0.052,0.039,0.212,0.282,0.335,0.113,0.152,0.151,0.182,0.141,0.102,0.108,0.08,0.083,0.224
"Sussex County, Delaware",208835,0.517,0.515,0.489,0.026,0.002,0.483,107601,0.051,108870,0.481,0.48,0.452,13462,0.677,28477,0.645,100249,0.745,0.084,0.004,0.015,0.023,0.129,(X),102156,0.366,0.188,0.2,0.108,0.137,102156,0.017,0.106,0.073,0.023,0.139,0.047,0.01,0.064,0.133,0.215,0.091,0.039,0.045,102156,0.8,0.125,0.073,0.001,104731,0.048,0.04,0.069,0.068,0.132,0.174,0.141,0.151,0.086,0.091,(X),(X),0.64,(X),0.448,(X),0.412,(X),0.049,(X),0.022,(X),0.11,72547,0.035,0.031,0.046,0.052,0.114,0.169,0.155,0.166,0.113,0.118,(X),(X),(X),32184,(X),(X),(X),(X),(X),244533,0.933,0.66,0.511,0.067,45974,0.035,125662,92433,87608,0.884,0.763,0.162,0.116,4825,0.811,0.273,0.58,0.189,33229,0.896,0.572,0.404,0.104,0.091,0.197,0.289,0.044,0.073,0.098,0.296,0.432,0.549,0.118,0.2,0.197,0.212,0.192,0.1,0.121,0.061,0.097,0.211
"District of Columbia, District of Columbia",553437,0.707,0.7,0.642,0.057,0.008,0.293,387147,0.082,293698,0.682,0.68,0.628,45818,0.78,70330,0.736,354033,0.256,0.03,0.116,0.067,0.047,0.483,(X),355398,0.723,0.102,0.118,0.02,0.037,355398,0.001,0.023,0.013,0.006,0.048,0.033,0.033,0.073,0.268,0.165,0.062,0.091,0.185,355398,0.685,0.267,0.047,0.002,319565,0.096,0.028,0.055,0.053,0.062,0.129,0.114,0.152,0.095,0.216,(X),(X),0.807,(X),0.191,(X),0.161,(X),0.047,(X),0.05,(X),0.143,128733,0.077,0.017,0.04,0.043,0.055,0.096,0.081,0.136,0.106,0.35,(X),(X),(X),190832,(X),(X),(X),(X),(X),659979,0.963,0.719,0.345,0.037,133787,0.037,442448,360068,331439,0.971,0.883,0.119,0.029,28629,0.867,0.395,0.52,0.133,82380,0.934,0.472,0.516,0.066,0.128,0.205,0.112,0.032,0.045,0.035,0.299,0.416,0.389,0.165,0.239,0.237,0.201,0.254,0.147,0.149,0.138,0.149,0.189
"Alachua County, Florida",233698,0.603,0.602,0.579,0.023,0.001,0.397,140754,0.039,122527,0.575,0.575,0.552,16960,0.623,30772,0.65,132183,0.674,0.1,0.022,0.018,0.024,0.161,(X),135267,0.462,0.184,0.224,0.058,0.073,135267,0.008,0.045,0.044,0.02,0.107,0.029,0.011,0.052,0.122,0.346,0.12,0.04,0.056,135267,0.682,0.258,0.056,0.004,108189,0.084,0.053,0.092,0.121,0.115,0.131,0.123,0.141,0.054,0.086,(X),(X),0.788,(X),0.302,(X),0.241,(X),0.04,(X),0.021,(X),0.077,57135,0.03,0.02,0.055,0.084,0.099,0.146,0.153,0.195,0.083,0.137,(X),(X),(X),51054,(X),(X),(X),(X),(X),276719,0.915,0.742,0.301,0.085,59081,0.033,176657,129595,124909,0.895,0.842,0.08,0.105,4686,0.805,0.646,0.256,0.195,47062,0.86,0.636,0.296,0.14,0.09,0.132,0.074,0.039,0.047,0,0.284,0.412,0.459,0.192,0.126,0.126,0.097,0.136,0.207,0.244,0.052,0.106,0.383
"Bay County, Florida",147141,0.634,0.619,0.592,0.027,0.015,0.366,91116,0.044,74167,0.578,0.572,0.54,11092,0.478,23592,0.593,87288,0.778,0.095,0.001,0.012,0.016,0.098,(X),87139,0.408,0.168,0.217,0.104,0.103,87139,0.001,0.104,0.069,0.028,0.107,0.047,0.013,0.07,0.118,0.175,0.136,0.047,0.084,87139,0.748,0.169,0.079,0.004,79532,0.038,0.03,0.093,0.077,0.142,0.241,0.104,0.166,0.068,0.042,(X),(X),0.795,(X),0.308,(X),0.262,(X),0.035,(X),0.039,(X),0.116,52636,0.036,0.023,0.07,0.077,0.122,0.209,0.115,0.202,0.089,0.058,(X),(X),(X),26896,(X),(X),(X),(X),(X),175263,0.852,0.608,0.395,0.148,37720,0.088,106002,83120,79624,0.778,0.726,0.105,0.222,3496,0.719,0.4,0.332,0.281,22882,0.83,0.522,0.389,0.17,0.11,0.209,0.312,0.039,0.051,0,0.332,0.433,0.375,0.136,0.255,0.255,0.31,0.235,0.104,0.113,0.076,0.126,0.173
"Brevard County, Florida",519483,0.563,0.559,0.531,0.028,0.005,0.437,290185,0.05,265553,0.509,0.508,0.481,30024,0.696,75161,0.722,272000,0.751,0.056,0.008,0.01,0.017,0.156,(X),275761,0.428,0.169,0.202,0.092,0.11,275761,0.004,0.085,0.114,0.017,0.12,0.052,0.011,0.055,0.14,0.218,0.083,0.047,0.055,275761,0.788,0.143,0.068,0.001,254314,0.053,0.035,0.095,0.086,0.135,0.161,0.126,0.167,0.073,0.07,(X),(X),0.694,(X),0.412,(X),0.324,(X),0.051,(X),0.03,(X),0.103,160661,0.032,0.015,0.054,0.07,0.124,0.167,0.149,0.199,0.095,0.094,(X),(X),(X),93653,(X),(X),(X),(X),(X),611482,0.892,0.678,0.392,0.108,118565,0.08,345371,261779,248743,0.856,0.813,0.089,0.144,13036,0.662,0.527,0.184,0.338,83592,0.81,0.579,0.351,0.19,0.074,0.129,0.144,0.05,0.08,0.091,0.193,0.309,0.359,0.111,0.173,0.163,0.256,0.133,0.097,0.106,0.075,0.083,0.211
"Broward County, Florida",1574220,0.662,0.661,0.619,0.042,0.001,0.338,1039875,0.063,807067,0.612,0.612,0.573,119666,0.737,264383,0.755,954800,0.695,0.084,0.017,0.01,0.024,0.169,(X),973995,0.406,0.176,0.232,0.085,0.102,973995,0.004,0.078,0.057,0.028,0.127,0.067,0.02,0.078,0.15,0.209,0.091,0.048,0.044,973995,0.82,0.113,0.064,0.003,747715,0.067,0.039,0.074,0.087,0.124,0.164,0.126,0.163,0.064,0.091,(X),(X),0.792,(X),0.292,(X),0.186,(X),0.039,(X),0.027,(X),0.155,472929,0.04,0.021,0.055,0.074,0.113,0.175,0.139,0.185,0.079,0.119,(X),(X),(X),274786,(X),(X),(X),(X),(X),1919674,0.873,0.632,0.321,0.127,427209,0.076,1157550,945013,886905,0.853,0.808,0.067,0.147,58108,0.651,0.486,0.182,0.349,212537,0.769,0.522,0.29,0.231,0.095,0.138,0.144,0.056,0.064,0.098,0.202,0.281,0.314,0.126,0.162,0.157,0.16,0.157,0.117,0.106,0.153,0.1,0.227
"Charlotte County, Florida",175973,0.421,0.42,0.394,0.026,0,0.579,73956,0.062,90481,0.396,0.396,0.367,5040,0.688,16455,0.747,66750,0.721,0.078,0.001,0.031,0.035,0.134,(X),69375,0.346,0.185,0.25,0.104,0.114,69375,0.008,0.101,0.041,0.014,0.184,0.048,0.014,0.07,0.139,0.21,0.09,0.044,0.037,69375,0.808,0.098,0.081,0.012,88988,0.05,0.048,0.084,0.101,0.144,0.2,0.15,0.122,0.051,0.051,(X),(X),0.545,(X),0.586,(X),0.438,(X),0.049,(X),0.043,(X),0.092,58658,0.025,0.026,0.051,0.085,0.137,0.219,0.172,0.154,0.063,0.066,(X),(X),(X),30330,(X),(X),(X),(X),(X),190368,0.889,0.591,0.541,0.111,24904,0.086,86970,61454,57955,0.804,0.734,0.088,0.196,3499,0.51,0.365,0.222,0.49,25516,0.793,0.463,0.377,0.207,0.072,0.17,0.141,0.054,0.118,0.158,0.146,0.24,0.278,0.108,0.194,0.193,0.207,0.19,0.097,0.112,0.079,0.083,0.205
"Citrus County, Florida",137704,0.368,0.368,0.33,0.038,0,0.632,50681,0.104,70708,0.326,0.326,0.29,6034,0.554,15138,0.583,44282,0.752,0.092,0,0.004,0.016,0.136,(X),45391,0.334,0.172,0.226,0.112,0.156,45391,0.012,0.087,0.061,0.012,0.163,0.069,0.018,0.064,0.084,0.246,0.092,0.024,0.07,45391,0.781,0.16,0.06,0,68269,0.086,0.053,0.111,0.129,0.144,0.165,0.135,0.123,0.029,0.024,(X),(X),0.468,(X),0.597,(X),0.405,(X),0.064,(X),0.032,(X),0.123,41217,0.07,0.02,0.082,0.124,0.12,0.176,0.171,0.164,0.044,0.03,(X),(X),(X),27052,(X),(X),(X),(X),(X),155759,0.872,0.559,0.549,0.128,24415,0.095,74172,44149,39771,0.782,0.719,0.101,0.218,4378,0.478,0.164,0.357,0.522,30023,0.782,0.489,0.369,0.218,0.107,0.225,0.272,0.066,0.138,0,0.257,0.376,0.517,0.161,0.253,0.244,0.227,0.25,0.145,0.188,0.089,0.117,0.305
"Clay County, Florida",175723,0.621,0.61,0.597,0.013,0.012,0.379,107121,0.021,90422,0.558,0.555,0.541,10678,0.739,34794,0.763,105336,0.741,0.054,0,0.011,0.019,0.175,(X),104844,0.439,0.151,0.211,0.071,0.128,104844,0.001,0.067,0.049,0.014,0.128,0.078,0.012,0.069,0.151,0.241,0.088,0.048,0.052,104844,0.811,0.138,0.051,0,80459,0.038,0.018,0.059,0.071,0.117,0.176,0.174,0.214,0.068,0.065,(X),(X),0.78,(X),0.363,(X),0.307,(X),0.041,(X),0.02,(X),0.097,58761,0.013,0.014,0.026,0.066,0.125,0.177,0.173,0.237,0.081,0.089,(X),(X),(X),21698,(X),(X),(X),(X),(X),219298,0.938,0.768,0.349,0.062,54740,0.03,126882,99197,97075,0.914,0.869,0.112,0.086,2122,0.658,0.549,0.108,0.342,27685,0.898,0.645,0.405,0.102,0.043,0.061,0.079,0.023,0.018,0,0.091,0.141,0.303,0.071,0.102,0.092,0.111,0.086,0.063,0.069,0.041,0.047,0.201
"Collier County, Florida",330215,0.516,0.515,0.49,0.025,0.001,0.484,170120,0.048,167690,0.455,0.454,0.427,16791,0.679,43305,0.689,159245,0.714,0.119,0.001,0.008,0.021,0.137,(X),161935,0.372,0.211,0.202,0.114,0.1,161935,0.009,0.112,0.039,0.016,0.12,0.045,0.012,0.099,0.142,0.186,0.133,0.065,0.024,161935,0.821,0.085,0.093,0.001,163943,0.038,0.02,0.069,0.087,0.113,0.178,0.124,0.151,0.071,0.149,(X),(X),0.626,(X),0.461,(X),0.361,(X),0.043,(X),0.021,(X),0.072,111791,0.016,0.011,0.05,0.085,0.096,0.166,0.133,0.185,0.088,0.171,(X),(X),(X),52152,(X),(X),(X),(X),(X),384298,0.896,0.676,0.434,0.104,66712,0.085,190626,143769,137483,0.836,0.787,0.077,0.164,6286,0.793,0.664,0.161,0.207,46857,0.796,0.651,0.183,0.204,0.067,0.159,0.018,0.048,0.117,0.019,0.194,0.291,0,0.107,0.194,0.19,0.111,0.214,0.09,0.112,0.055,0.09,0.177
"Columbia County, Florida",57006,0.544,0.543,0.511,0.032,0.001,0.456,30958,0.059,26730,0.546,0.544,0.514,3643,0.809,9815,0.736,28637,0.769,0.091,0.002,0.002,0.045,0.09,(X),29127,0.317,0.194,0.268,0.118,0.103,29127,0.017,0.072,0.049,0.019,0.161,0.081,0.019,0.029,0.055,0.226,0.073,0.065,0.133,29127,0.731,0.21,0.056,0.003,27545,0.065,0.064,0.063,0.12,0.15,0.173,0.131,0.158,0.045,0.03,(X),(X),0.729,(X),0.372,(X),0.276,(X),0.068,(X),0.051,(X),0.196,18322,0.027,0.036,0.031,0.139,0.114,0.172,0.171,0.203,0.066,0.04,(X),(X),(X),9223,(X),(X),(X),(X),(X),64780,0.875,0.602,0.411,0.125,15765,0.112,36467,27625,26185,0.854,0.778,0.114,0.146,1440,0.619,0.363,0.256,0.381,8842,0.779,0.423,0.446,0.221,0.087,0.164,0.121,0.023,0.027,0.077,0.297,0.395,0,0.145,0.164,0.165,0.182,0.159,0.14,0.155,0.094,0.098,0.347
"Duval County, Florida",797130,0.652,0.632,0.603,0.029,0.02,0.348,503415,0.046,413672,0.601,0.594,0.566,73808,0.633,135209,0.718,486107,0.71,0.084,0.011,0.011,0.02,0.165,(X),480428,0.405,0.166,0.23,0.075,0.124,480428,0.002,0.065,0.058,0.023,0.117,0.078,0.011,0.113,0.135,0.197,0.102,0.052,0.048,480428,0.83,0.125,0.043,0.002,406301,0.076,0.037,0.075,0.095,0.128,0.184,0.129,0.162,0.053,0.061,(X),(X),0.799,(X),0.267,(X),0.218,(X),0.049,(X),0.03,(X),0.156,244994,0.046,0.024,0.05,0.095,0.112,0.178,0.143,0.191,0.073,0.087,(X),(X),(X),161307,(X),(X),(X),(X),(X),975954,0.879,0.649,0.35,0.121,235926,0.084,593893,463444,441463,0.86,0.801,0.104,0.14,21981,0.587,0.372,0.253,0.413,130449,0.796,0.483,0.394,0.204,0.109,0.18,0.182,0.061,0.106,0.125,0.227,0.308,0.31,0.15,0.207,0.203,0.204,0.202,0.133,0.136,0.119,0.126,0.23
"Escambia County, Florida",261978,0.62,0.578,0.54,0.038,0.041,0.38,151491,0.066,132631,0.584,0.558,0.525,20300,0.735,43952,0.702,149532,0.669,0.096,0.002,0.074,0.023,0.136,(X),141462,0.355,0.179,0.242,0.098,0.127,141462,0.004,0.087,0.049,0.023,0.122,0.057,0.019,0.101,0.094,0.239,0.095,0.054,0.056,141462,0.788,0.146,0.067,0,126980,0.079,0.042,0.097,0.109,0.131,0.191,0.117,0.14,0.047,0.048,(X),(X),0.752,(X),0.346,(X),0.266,(X),0.048,(X),0.035,(X),0.175,79747,0.053,0.038,0.086,0.077,0.111,0.209,0.133,0.16,0.063,0.069,(X),(X),(X),47233,(X),(X),(X),(X),(X),306215,0.865,0.617,0.409,0.135,71239,0.076,180035,137722,128585,0.838,0.772,0.11,0.162,9137,0.502,0.239,0.287,0.498,42313,0.766,0.42,0.469,0.234,0.149,0.253,0.237,0.103,0.138,0.02,0.266,0.418,0.669,0.19,0.298,0.293,0.279,0.298,0.16,0.164,0.144,0.174,0.247
"Flagler County, Florida",104262,0.48,0.478,0.45,0.027,0.002,0.52,49801,0.057,54066,0.441,0.441,0.415,4861,0.653,13419,0.739,46731,0.68,0.103,0,0.002,0.018,0.197,(X),46967,0.364,0.129,0.297,0.101,0.11,46967,0.002,0.069,0.053,0.048,0.148,0.045,0.036,0.072,0.134,0.222,0.092,0.04,0.041,46967,0.819,0.116,0.065,0,48187,0.042,0.03,0.094,0.074,0.157,0.176,0.151,0.144,0.063,0.069,(X),(X),0.603,(X),0.523,(X),0.402,(X),0.056,(X),0.02,(X),0.07,35108,0.036,0.019,0.072,0.05,0.15,0.181,0.18,0.187,0.062,0.064,(X),(X),(X),13079,(X),(X),(X),(X),(X),120280,0.89,0.628,0.449,0.11,21255,0.141,61549,43664,41041,0.86,0.789,0.096,0.14,2623,0.634,0.327,0.335,0.366,17885,0.804,0.616,0.262,0.196,0.078,0.15,0.172,0.034,0.087,0,0.289,0.344,0.391,0.115,0.251,0.233,0.264,0.224,0.088,0.106,0.057,0.095,0.213
